date,base,quote,rate
2021-07-14,EUR,BRL,6.0665
2021-07-15,EUR,BRL,6.0275
2021-07-16,EUR,BRL,6.0181
2021-07-17,EUR,BRL,6.0157
2021-07-18,EUR,BRL,6.0156
2021-07-19,EUR,BRL,6.0639
2021-07-20,EUR,BRL,6.1251
2021-07-21,EUR,BRL,6.1424
2021-07-22,EUR,BRL,6.1089
2021-07-23,EUR,BRL,6.0976
2021-07-24,EUR,BRL,6.0992
2021-07-25,EUR,BRL,6.1006
2021-07-26,EUR,BRL,6.1196
2021-07-27,EUR,BRL,6.1066
2021-07-28,EUR,BRL,6.0941
2021-07-29,EUR,BRL,6.0471
2021-07-30,EUR,BRL,6.0634
2021-07-31,EUR,BRL,6.0621
2021-08-01,EUR,BRL,6.065
2021-08-02,EUR,BRL,6.1297
2021-08-03,EUR,BRL,6.1592
2021-08-04,EUR,BRL,6.1594
2021-08-05,EUR,BRL,6.1212
2021-08-06,EUR,BRL,6.1619
2021-08-07,EUR,BRL,6.1636
2021-08-08,EUR,BRL,6.1635
2021-08-09,EUR,BRL,6.1674
2021-08-10,EUR,BRL,6.135
2021-08-11,EUR,BRL,6.0996
2021-08-12,EUR,BRL,6.119
2021-08-13,EUR,BRL,6.1506
2021-08-14,EUR,BRL,6.1521
2021-08-15,EUR,BRL,6.1522
2021-08-16,EUR,BRL,6.173
2021-08-17,EUR,BRL,6.1796
2021-08-18,EUR,BRL,6.1982
2021-08-19,EUR,BRL,6.2865
2021-08-20,EUR,BRL,6.3234
2021-08-21,EUR,BRL,6.3269
2021-08-22,EUR,BRL,6.3175
2021-08-23,EUR,BRL,6.2984
2021-08-24,EUR,BRL,6.2711
2021-08-25,EUR,BRL,6.1785
2021-08-26,EUR,BRL,6.1486
2021-08-27,EUR,BRL,6.1559
2021-08-28,EUR,BRL,6.155
2021-08-29,EUR,BRL,6.1544
2021-08-30,EUR,BRL,6.1373
2021-08-31,EUR,BRL,6.1187
2021-09-01,EUR,BRL,6.0976
2021-09-02,EUR,BRL,6.1312
2021-09-03,EUR,BRL,6.1395
2021-09-04,EUR,BRL,6.1399
2021-09-05,EUR,BRL,6.1413
2021-09-06,EUR,BRL,6.158
2021-09-07,EUR,BRL,6.1401
2021-09-08,EUR,BRL,6.1617
2021-09-09,EUR,BRL,6.2416
2021-09-10,EUR,BRL,6.1899
2021-09-11,EUR,BRL,6.1806
2021-09-12,EUR,BRL,6.1759
2021-09-13,EUR,BRL,6.1723
2021-09-14,EUR,BRL,6.1668
2021-09-15,EUR,BRL,6.1811
2021-09-16,EUR,BRL,6.1719
2021-09-17,EUR,BRL,6.1879
2021-09-18,EUR,BRL,6.1906
2021-09-19,EUR,BRL,6.1934
2021-09-20,EUR,BRL,6.2116
2021-09-21,EUR,BRL,6.2202
2021-09-22,EUR,BRL,6.1831
2021-09-23,EUR,BRL,6.1835
2021-09-24,EUR,BRL,6.2181
2021-09-25,EUR,BRL,6.2211
2021-09-26,EUR,BRL,6.2245
2021-09-27,EUR,BRL,6.239
2021-09-28,EUR,BRL,6.2899
2021-09-29,EUR,BRL,6.3189
2021-09-30,EUR,BRL,6.2903
2021-10-01,EUR,BRL,6.278
2021-10-02,EUR,BRL,6.2815
2021-10-03,EUR,BRL,6.2801
2021-10-04,EUR,BRL,6.2586
2021-10-05,EUR,BRL,6.3053
2021-10-06,EUR,BRL,6.3411
2021-10-07,EUR,BRL,6.3465
2021-10-08,EUR,BRL,6.3608
2021-10-09,EUR,BRL,6.364
2021-10-10,EUR,BRL,6.3657
2021-10-11,EUR,BRL,6.3699
2021-10-12,EUR,BRL,6.3855
2021-10-13,EUR,BRL,6.3876
2021-10-14,EUR,BRL,6.3795
2021-10-15,EUR,BRL,6.3656
2021-10-16,EUR,BRL,6.3657
2021-10-17,EUR,BRL,6.3621
2021-10-18,EUR,BRL,6.356
2021-10-19,EUR,BRL,6.4145
2021-10-20,EUR,BRL,6.4513
2021-10-21,EUR,BRL,6.5195
2021-10-22,EUR,BRL,6.5757
2021-10-23,EUR,BRL,6.5809
2021-10-24,EUR,BRL,6.596
2021-10-25,EUR,BRL,6.5555
2021-10-26,EUR,BRL,6.4694
2021-10-27,EUR,BRL,6.4546
2021-10-28,EUR,BRL,6.4639
2021-10-29,EUR,BRL,6.5408
2021-10-30,EUR,BRL,6.5471
2021-10-31,EUR,BRL,6.5516
2021-11-01,EUR,BRL,6.5425
2021-11-02,EUR,BRL,6.5666
2021-11-03,EUR,BRL,6.5659
2021-11-04,EUR,BRL,6.4878
2021-11-05,EUR,BRL,6.446
2021-11-06,EUR,BRL,6.4449
2021-11-07,EUR,BRL,6.4427
2021-11-08,EUR,BRL,6.436
2021-11-09,EUR,BRL,6.405
2021-11-10,EUR,BRL,6.3511
2021-11-11,EUR,BRL,6.2862
2021-11-12,EUR,BRL,6.2289
2021-11-13,EUR,BRL,6.2195
2021-11-14,EUR,BRL,6.2142
2021-11-15,EUR,BRL,6.2437
2021-11-16,EUR,BRL,6.2205
2021-11-17,EUR,BRL,6.2246
2021-11-18,EUR,BRL,6.2682
2021-11-19,EUR,BRL,6.2969
2021-11-20,EUR,BRL,6.2964
2021-11-21,EUR,BRL,6.2979
2021-11-22,EUR,BRL,6.3141
2021-11-23,EUR,BRL,6.3193
2021-11-24,EUR,BRL,6.289
2021-11-25,EUR,BRL,6.2768
2021-11-26,EUR,BRL,6.2915
2021-11-27,EUR,BRL,6.2925
2021-11-28,EUR,BRL,6.2958
2021-11-29,EUR,BRL,6.3241
2021-11-30,EUR,BRL,6.3503
2021-12-01,EUR,BRL,6.3665
2021-12-02,EUR,BRL,6.3951
2021-12-03,EUR,BRL,6.3891
2021-12-04,EUR,BRL,6.3871
2021-12-05,EUR,BRL,6.3848
2021-12-06,EUR,BRL,6.3982
2021-12-07,EUR,BRL,6.3805
2021-12-08,EUR,BRL,6.3383
2021-12-09,EUR,BRL,6.2931
2021-12-10,EUR,BRL,6.2956
2021-12-11,EUR,BRL,6.295
2021-12-12,EUR,BRL,6.2955
2021-12-13,EUR,BRL,6.3303
2021-12-14,EUR,BRL,6.3707
2021-12-15,EUR,BRL,6.4111
2021-12-16,EUR,BRL,6.4154
2021-12-17,EUR,BRL,6.4315
2021-12-18,EUR,BRL,6.4345
2021-12-19,EUR,BRL,6.4321
2021-12-20,EUR,BRL,6.4157
2021-12-21,EUR,BRL,6.4524
2021-12-22,EUR,BRL,6.4591
2021-12-23,EUR,BRL,6.4209
2021-12-24,EUR,BRL,6.4138
2021-12-25,EUR,BRL,6.4141
2021-12-26,EUR,BRL,6.4132
2021-12-27,EUR,BRL,6.4124
2021-12-28,EUR,BRL,6.3877
2021-12-29,EUR,BRL,6.3832
2021-12-30,EUR,BRL,6.3919
2021-12-31,EUR,BRL,6.3608
2022-01-01,EUR,BRL,6.3533
2022-01-02,EUR,BRL,6.3531
2022-01-03,EUR,BRL,6.3429
2022-01-04,EUR,BRL,6.4033
2022-01-05,EUR,BRL,6.4097
2022-01-06,EUR,BRL,6.4318
2022-01-07,EUR,BRL,6.423
2022-01-08,EUR,BRL,6.4235
2022-01-09,EUR,BRL,6.4195
2022-01-10,EUR,BRL,6.4007
2022-01-11,EUR,BRL,6.3965
2022-01-12,EUR,BRL,6.3493
2022-01-13,EUR,BRL,6.3362
2022-01-14,EUR,BRL,6.3389
2022-01-15,EUR,BRL,6.3373
2022-01-16,EUR,BRL,6.3362
2022-01-17,EUR,BRL,6.3107
2022-01-18,EUR,BRL,6.3038
2022-01-19,EUR,BRL,6.2837
2022-01-20,EUR,BRL,6.1844
2022-01-21,EUR,BRL,6.1659
2022-01-22,EUR,BRL,6.1652
2022-01-23,EUR,BRL,6.1659
2022-01-24,EUR,BRL,6.1808
2022-01-25,EUR,BRL,6.1978
2022-01-26,EUR,BRL,6.1462
2022-01-27,EUR,BRL,6.0759
2022-01-28,EUR,BRL,6.038
2022-01-29,EUR,BRL,6.0345
2022-01-30,EUR,BRL,6.0287
2022-01-31,EUR,BRL,5.9995
2022-02-01,EUR,BRL,5.9636
2022-02-02,EUR,BRL,5.9563
2022-02-03,EUR,BRL,5.9758
2022-02-04,EUR,BRL,6.0361
2022-02-05,EUR,BRL,6.0431
2022-02-06,EUR,BRL,6.0513
2022-02-07,EUR,BRL,6.0655
2022-02-08,EUR,BRL,6.0224
2022-02-09,EUR,BRL,6.0076
2022-02-10,EUR,BRL,5.9838
2022-02-11,EUR,BRL,5.9615
2022-02-12,EUR,BRL,5.9602
2022-02-13,EUR,BRL,5.9573
2022-02-14,EUR,BRL,5.9339
2022-02-15,EUR,BRL,5.9116
2022-02-16,EUR,BRL,5.8845
2022-02-17,EUR,BRL,5.8586
2022-02-18,EUR,BRL,5.8548
2022-02-19,EUR,BRL,5.8548
2022-02-20,EUR,BRL,5.8542
2022-02-21,EUR,BRL,5.8286
2022-02-22,EUR,BRL,5.7766
2022-02-23,EUR,BRL,5.7308
2022-02-24,EUR,BRL,5.707
2022-02-25,EUR,BRL,5.7245
2022-02-26,EUR,BRL,5.7275
2022-02-27,EUR,BRL,5.7323
2022-02-28,EUR,BRL,5.7658
2022-03-01,EUR,BRL,5.7669
2022-03-02,EUR,BRL,5.7408
2022-03-03,EUR,BRL,5.6556
2022-03-04,EUR,BRL,5.5903
2022-03-05,EUR,BRL,5.5793
2022-03-06,EUR,BRL,5.5709
2022-03-07,EUR,BRL,5.5299
2022-03-08,EUR,BRL,5.5446
2022-03-09,EUR,BRL,5.5231
2022-03-10,EUR,BRL,5.5631
2022-03-11,EUR,BRL,5.5313
2022-03-12,EUR,BRL,5.5258
2022-03-13,EUR,BRL,5.525
2022-03-14,EUR,BRL,5.5455
2022-03-15,EUR,BRL,5.6142
2022-03-16,EUR,BRL,5.6478
2022-03-17,EUR,BRL,5.6234
2022-03-18,EUR,BRL,5.5859
2022-03-19,EUR,BRL,5.5828
2022-03-20,EUR,BRL,5.5802
2022-03-21,EUR,BRL,5.5314
2022-03-22,EUR,BRL,5.4509
2022-03-23,EUR,BRL,5.4085
2022-03-24,EUR,BRL,5.3349
2022-03-25,EUR,BRL,5.294
2022-03-26,EUR,BRL,5.2915
2022-03-27,EUR,BRL,5.2842
2022-03-28,EUR,BRL,5.2336
2022-03-29,EUR,BRL,5.2387
2022-03-30,EUR,BRL,5.2792
2022-03-31,EUR,BRL,5.3028
2022-04-01,EUR,BRL,5.2405
2022-04-02,EUR,BRL,5.2358
2022-04-03,EUR,BRL,5.2268
2022-04-04,EUR,BRL,5.1538
2022-04-05,EUR,BRL,5.0802
2022-04-06,EUR,BRL,5.0942
2022-04-07,EUR,BRL,5.1452
2022-04-08,EUR,BRL,5.1598
2022-04-09,EUR,BRL,5.1607
2022-04-10,EUR,BRL,5.1586
2022-04-11,EUR,BRL,5.1402
2022-04-12,EUR,BRL,5.1045
2022-04-13,EUR,BRL,5.0756
2022-04-14,EUR,BRL,5.1023
2022-04-15,EUR,BRL,5.1032
2022-04-16,EUR,BRL,5.1002
2022-04-17,EUR,BRL,5.1001
2022-04-18,EUR,BRL,5.0831
2022-04-19,EUR,BRL,5.0377
2022-04-20,EUR,BRL,5.0446
2022-04-21,EUR,BRL,5.0386
2022-04-22,EUR,BRL,5.0776
2022-04-23,EUR,BRL,5.0729
2022-04-24,EUR,BRL,5.0809
2022-04-25,EUR,BRL,5.1689
2022-04-26,EUR,BRL,5.2352
2022-04-27,EUR,BRL,5.2849
2022-04-28,EUR,BRL,5.2439
2022-04-29,EUR,BRL,5.1943
2022-04-30,EUR,BRL,5.1943
2022-05-01,EUR,BRL,5.1948
2022-05-02,EUR,BRL,5.2364
2022-05-03,EUR,BRL,5.278
2022-05-04,EUR,BRL,5.2523
2022-05-05,EUR,BRL,5.2398
2022-05-06,EUR,BRL,5.3011
2022-05-07,EUR,BRL,5.3099
2022-05-08,EUR,BRL,5.3154
2022-05-09,EUR,BRL,5.373
2022-05-10,EUR,BRL,5.4204
2022-05-11,EUR,BRL,5.4004
2022-05-12,EUR,BRL,5.4003
2022-05-13,EUR,BRL,5.3329
2022-05-14,EUR,BRL,5.329
2022-05-15,EUR,BRL,5.3246
2022-05-16,EUR,BRL,5.2813
2022-05-17,EUR,BRL,5.26
2022-05-18,EUR,BRL,5.2216
2022-05-19,EUR,BRL,5.209
2022-05-20,EUR,BRL,5.1955
2022-05-21,EUR,BRL,5.1935
2022-05-22,EUR,BRL,5.1893
2022-05-23,EUR,BRL,5.1655
2022-05-24,EUR,BRL,5.1617
2022-05-25,EUR,BRL,5.1665
2022-05-26,EUR,BRL,5.1553
2022-05-27,EUR,BRL,5.1157
2022-05-28,EUR,BRL,5.1113
2022-05-29,EUR,BRL,5.1053
2022-05-30,EUR,BRL,5.0922
2022-05-31,EUR,BRL,5.1007
2022-06-01,EUR,BRL,5.0829
2022-06-02,EUR,BRL,5.1153
2022-06-03,EUR,BRL,5.1417
2022-06-04,EUR,BRL,5.144
2022-06-05,EUR,BRL,5.1434
2022-06-06,EUR,BRL,5.1293
2022-06-07,EUR,BRL,5.1448
2022-06-08,EUR,BRL,5.203
2022-06-09,EUR,BRL,5.2286
2022-06-10,EUR,BRL,5.2209
2022-06-11,EUR,BRL,5.218
2022-06-12,EUR,BRL,5.2167
2022-06-13,EUR,BRL,5.2585
2022-06-14,EUR,BRL,5.3199
2022-06-15,EUR,BRL,5.3406
2022-06-16,EUR,BRL,5.3052
2022-06-17,EUR,BRL,5.3378
2022-06-18,EUR,BRL,5.3412
2022-06-19,EUR,BRL,5.3377
2022-06-20,EUR,BRL,5.3997
2022-06-21,EUR,BRL,5.4358
2022-06-22,EUR,BRL,5.4239
2022-06-23,EUR,BRL,5.4578
2022-06-24,EUR,BRL,5.4945
2022-06-25,EUR,BRL,5.4994
2022-06-26,EUR,BRL,5.5022
2022-06-27,EUR,BRL,5.5296
2022-06-28,EUR,BRL,5.5395
2022-06-29,EUR,BRL,5.5243
2022-06-30,EUR,BRL,5.4593
2022-07-01,EUR,BRL,5.4877
2022-07-02,EUR,BRL,5.4919
2022-07-03,EUR,BRL,5.4993
2022-07-04,EUR,BRL,5.5424
2022-07-05,EUR,BRL,5.5442
2022-07-06,EUR,BRL,5.5281
2022-07-07,EUR,BRL,5.4978
2022-07-08,EUR,BRL,5.4368
2022-07-09,EUR,BRL,5.4308
2022-07-10,EUR,BRL,5.4309
2022-07-11,EUR,BRL,5.3938
2022-07-12,EUR,BRL,5.4052
2022-07-13,EUR,BRL,5.4284
2022-07-14,EUR,BRL,5.4261
2022-07-15,EUR,BRL,5.4235
2022-07-16,EUR,BRL,5.4293
2022-07-17,EUR,BRL,5.4321
2022-07-18,EUR,BRL,5.4486
2022-07-19,EUR,BRL,5.5111
2022-07-20,EUR,BRL,5.5424
2022-07-21,EUR,BRL,5.5751
2022-07-22,EUR,BRL,5.5819
2022-07-23,EUR,BRL,5.5834
2022-07-24,EUR,BRL,5.5844
2022-07-25,EUR,BRL,5.5829
2022-07-26,EUR,BRL,5.4921
2022-07-27,EUR,BRL,5.4259
2022-07-28,EUR,BRL,5.3568
2022-07-29,EUR,BRL,5.2979
2022-07-30,EUR,BRL,5.2945
2022-07-31,EUR,BRL,5.2948
2022-08-01,EUR,BRL,5.2933
2022-08-02,EUR,BRL,5.3199
2022-08-03,EUR,BRL,5.3479
2022-08-04,EUR,BRL,5.3591
2022-08-05,EUR,BRL,5.3321
2022-08-06,EUR,BRL,5.3298
2022-08-07,EUR,BRL,5.3266
2022-08-08,EUR,BRL,5.2661
2022-08-09,EUR,BRL,5.2426
2022-08-10,EUR,BRL,5.2395
2022-08-11,EUR,BRL,5.2534
2022-08-12,EUR,BRL,5.2815
2022-08-13,EUR,BRL,5.2836
2022-08-14,EUR,BRL,5.2823
2022-08-15,EUR,BRL,5.2384
2022-08-16,EUR,BRL,5.2055
2022-08-17,EUR,BRL,5.2482
2022-08-18,EUR,BRL,5.2473
2022-08-19,EUR,BRL,5.2361
2022-08-20,EUR,BRL,5.2321
2022-08-21,EUR,BRL,5.2294
2022-08-22,EUR,BRL,5.1919
2022-08-23,EUR,BRL,5.1223
2022-08-24,EUR,BRL,5.0907
2022-08-25,EUR,BRL,5.1054
2022-08-26,EUR,BRL,5.0999
2022-08-27,EUR,BRL,5.1007
2022-08-28,EUR,BRL,5.1002
2022-08-29,EUR,BRL,5.0614
2022-08-30,EUR,BRL,5.0583
2022-08-31,EUR,BRL,5.1377
2022-09-01,EUR,BRL,5.1905
2022-09-02,EUR,BRL,5.2046
2022-09-03,EUR,BRL,5.2067
2022-09-04,EUR,BRL,5.2063
2022-09-05,EUR,BRL,5.1522
2022-09-06,EUR,BRL,5.1503
2022-09-07,EUR,BRL,5.1908
2022-09-08,EUR,BRL,5.2177
2022-09-09,EUR,BRL,5.2218
2022-09-10,EUR,BRL,5.2224
2022-09-11,EUR,BRL,5.2182
2022-09-12,EUR,BRL,5.2017
2022-09-13,EUR,BRL,5.1934
2022-09-14,EUR,BRL,5.1828
2022-09-15,EUR,BRL,5.1862
2022-09-16,EUR,BRL,5.2236
2022-09-17,EUR,BRL,5.228
2022-09-18,EUR,BRL,5.2339
2022-09-19,EUR,BRL,5.2425
2022-09-20,EUR,BRL,5.2101
2022-09-21,EUR,BRL,5.1386
2022-09-22,EUR,BRL,5.0898
2022-09-23,EUR,BRL,5.0743
2022-09-24,EUR,BRL,5.0652
2022-09-25,EUR,BRL,5.0649
2022-09-26,EUR,BRL,5.107
2022-09-27,EUR,BRL,5.147
2022-09-28,EUR,BRL,5.1529
2022-09-29,EUR,BRL,5.203
2022-09-30,EUR,BRL,5.2632
2022-10-01,EUR,BRL,5.2692
2022-10-02,EUR,BRL,5.275
2022-10-03,EUR,BRL,5.2369
2022-10-04,EUR,BRL,5.1377
2022-10-05,EUR,BRL,5.155
2022-10-06,EUR,BRL,5.1509
2022-10-07,EUR,BRL,5.1238
2022-10-08,EUR,BRL,5.119
2022-10-09,EUR,BRL,5.1162
2022-10-10,EUR,BRL,5.0849
2022-10-11,EUR,BRL,5.0566
2022-10-12,EUR,BRL,5.1236
2022-10-13,EUR,BRL,5.137
2022-10-14,EUR,BRL,5.1448
2022-10-15,EUR,BRL,5.1444
2022-10-16,EUR,BRL,5.147
2022-10-17,EUR,BRL,5.1704
2022-10-18,EUR,BRL,5.1927
2022-10-19,EUR,BRL,5.1834
2022-10-20,EUR,BRL,5.1565
2022-10-21,EUR,BRL,5.1237
2022-10-22,EUR,BRL,5.1201
2022-10-23,EUR,BRL,5.1146
2022-10-24,EUR,BRL,5.1286
2022-10-25,EUR,BRL,5.2114
2022-10-26,EUR,BRL,5.2879
2022-10-27,EUR,BRL,5.3662
2022-10-28,EUR,BRL,5.3395
2022-10-29,EUR,BRL,5.3356
2022-10-30,EUR,BRL,5.3287
2022-10-31,EUR,BRL,5.2733
2022-11-01,EUR,BRL,5.1707
2022-11-02,EUR,BRL,5.1214
2022-11-03,EUR,BRL,5.0607
2022-11-04,EUR,BRL,5.0019
2022-11-05,EUR,BRL,4.9976
2022-11-06,EUR,BRL,4.9965
2022-11-07,EUR,BRL,5.0442
2022-11-08,EUR,BRL,5.1504
2022-11-09,EUR,BRL,5.1744
2022-11-10,EUR,BRL,5.2485
2022-11-11,EUR,BRL,5.3906
2022-11-12,EUR,BRL,5.416
2022-11-13,EUR,BRL,5.4335
2022-11-14,EUR,BRL,5.4746
2022-11-15,EUR,BRL,5.5162
2022-11-16,EUR,BRL,5.5359
2022-11-17,EUR,BRL,5.6056
2022-11-18,EUR,BRL,5.5743
2022-11-19,EUR,BRL,5.5735
2022-11-20,EUR,BRL,5.5724
2022-11-21,EUR,BRL,5.5149
2022-11-22,EUR,BRL,5.4724
2022-11-23,EUR,BRL,5.5333
2022-11-24,EUR,BRL,5.5569
2022-11-25,EUR,BRL,5.5636
2022-11-26,EUR,BRL,5.5613
2022-11-27,EUR,BRL,5.5625
2022-11-28,EUR,BRL,5.5962
2022-11-29,EUR,BRL,5.55
2022-11-30,EUR,BRL,5.494
2022-12-01,EUR,BRL,5.4528
2022-12-02,EUR,BRL,5.4673
2022-12-03,EUR,BRL,5.4668
2022-12-04,EUR,BRL,5.4682
2022-12-05,EUR,BRL,5.512
2022-12-06,EUR,BRL,5.5216
2022-12-07,EUR,BRL,5.4945
2022-12-08,EUR,BRL,5.487
2022-12-09,EUR,BRL,5.5134
2022-12-10,EUR,BRL,5.5159
2022-12-11,EUR,BRL,5.5193
2022-12-12,EUR,BRL,5.5401
2022-12-13,EUR,BRL,5.5757
2022-12-14,EUR,BRL,5.6379
2022-12-15,EUR,BRL,5.6325
2022-12-16,EUR,BRL,5.6297
2022-12-17,EUR,BRL,5.6314
2022-12-18,EUR,BRL,5.6317
2022-12-19,EUR,BRL,5.6388
2022-12-20,EUR,BRL,5.6134
2022-12-21,EUR,BRL,5.544
2022-12-22,EUR,BRL,5.5305
2022-12-23,EUR,BRL,5.5005
2022-12-24,EUR,BRL,5.4949
2022-12-25,EUR,BRL,5.4917
2022-12-26,EUR,BRL,5.4926
2022-12-27,EUR,BRL,5.558
2022-12-28,EUR,BRL,5.5998
2022-12-29,EUR,BRL,5.5825
2022-12-30,EUR,BRL,5.616
2022-12-31,EUR,BRL,5.6223
2023-01-01,EUR,BRL,5.6241
2023-01-02,EUR,BRL,5.6592
2023-01-03,EUR,BRL,5.6804
2023-01-04,EUR,BRL,5.7436
2023-01-05,EUR,BRL,5.7369
2023-01-06,EUR,BRL,5.6512
2023-01-07,EUR,BRL,5.6474
2023-01-08,EUR,BRL,5.6361
2023-01-09,EUR,BRL,5.6122
2023-01-10,EUR,BRL,5.6288
2023-01-11,EUR,BRL,5.5942
2023-01-12,EUR,BRL,5.557
2023-01-13,EUR,BRL,5.5495
2023-01-14,EUR,BRL,5.5488
2023-01-15,EUR,BRL,5.5463
2023-01-16,EUR,BRL,5.5364
2023-01-17,EUR,BRL,5.553
2023-01-18,EUR,BRL,5.5328
2023-01-19,EUR,BRL,5.5953
2023-01-20,EUR,BRL,5.611
2023-01-21,EUR,BRL,5.6174
2023-01-22,EUR,BRL,5.6205
2023-01-23,EUR,BRL,5.6433
2023-01-24,EUR,BRL,5.6415
2023-01-25,EUR,BRL,5.5927
2023-01-26,EUR,BRL,5.5591
2023-01-27,EUR,BRL,5.5305
2023-01-28,EUR,BRL,5.527
2023-01-29,EUR,BRL,5.5275
2023-01-30,EUR,BRL,5.5518
2023-01-31,EUR,BRL,5.5503
2023-02-01,EUR,BRL,5.523
2023-02-02,EUR,BRL,5.5252
2023-02-03,EUR,BRL,5.5322
2023-02-04,EUR,BRL,5.5299
2023-02-05,EUR,BRL,5.5301
2023-02-06,EUR,BRL,5.5591
2023-02-07,EUR,BRL,5.5348
2023-02-08,EUR,BRL,5.5652
2023-02-09,EUR,BRL,5.5955
2023-02-10,EUR,BRL,5.6301
2023-02-11,EUR,BRL,5.6324
2023-02-12,EUR,BRL,5.6318
2023-02-13,EUR,BRL,5.5779
2023-02-14,EUR,BRL,5.5556
2023-02-15,EUR,BRL,5.5765
2023-02-16,EUR,BRL,5.5901
2023-02-17,EUR,BRL,5.5625
2023-02-18,EUR,BRL,5.5588
2023-02-19,EUR,BRL,5.5574
2023-02-20,EUR,BRL,5.5295
2023-02-21,EUR,BRL,5.5201
2023-02-22,EUR,BRL,5.5089
2023-02-23,EUR,BRL,5.4774
2023-02-24,EUR,BRL,5.4655
2023-02-25,EUR,BRL,5.4606
2023-02-26,EUR,BRL,5.4595
2023-02-27,EUR,BRL,5.4847
2023-02-28,EUR,BRL,5.5137
2023-03-01,EUR,BRL,5.5405
2023-03-02,EUR,BRL,5.5343
2023-03-03,EUR,BRL,5.5193
2023-03-04,EUR,BRL,5.5197
2023-03-05,EUR,BRL,5.5204
2023-03-06,EUR,BRL,5.5315
2023-03-07,EUR,BRL,5.5182
2023-03-08,EUR,BRL,5.4799
2023-03-09,EUR,BRL,5.4417
2023-03-10,EUR,BRL,5.4785
2023-03-11,EUR,BRL,5.4821
2023-03-12,EUR,BRL,5.4882
2023-03-13,EUR,BRL,5.5753
2023-03-14,EUR,BRL,5.6022
2023-03-15,EUR,BRL,5.6184
2023-03-16,EUR,BRL,5.6016
2023-03-17,EUR,BRL,5.5923
2023-03-18,EUR,BRL,5.5916
2023-03-19,EUR,BRL,5.5934
2023-03-20,EUR,BRL,5.6111
2023-03-21,EUR,BRL,5.6283
2023-03-22,EUR,BRL,5.653
2023-03-23,EUR,BRL,5.6921
2023-03-24,EUR,BRL,5.7129
2023-03-25,EUR,BRL,5.7138
2023-03-26,EUR,BRL,5.7096
2023-03-27,EUR,BRL,5.6489
2023-03-28,EUR,BRL,5.6217
2023-03-29,EUR,BRL,5.601
2023-03-30,EUR,BRL,5.5764
2023-03-31,EUR,BRL,5.5504
2023-04-01,EUR,BRL,5.5457
2023-04-02,EUR,BRL,5.5413
2023-04-03,EUR,BRL,5.5038
2023-04-04,EUR,BRL,5.523
2023-04-05,EUR,BRL,5.5413
2023-04-06,EUR,BRL,5.5199
2023-04-07,EUR,BRL,5.5138
2023-04-08,EUR,BRL,5.515
2023-04-09,EUR,BRL,5.5149
2023-04-10,EUR,BRL,5.5188
2023-04-11,EUR,BRL,5.5033
2023-04-12,EUR,BRL,5.4712
2023-04-13,EUR,BRL,5.4328
2023-04-14,EUR,BRL,5.4432
2023-04-15,EUR,BRL,5.442
2023-04-16,EUR,BRL,5.4416
2023-04-17,EUR,BRL,5.4151
2023-04-18,EUR,BRL,5.4166
2023-04-19,EUR,BRL,5.4797
2023-04-20,EUR,BRL,5.5297
2023-04-21,EUR,BRL,5.5373
2023-04-22,EUR,BRL,5.5379
2023-04-23,EUR,BRL,5.5394
2023-04-24,EUR,BRL,5.5611
2023-04-25,EUR,BRL,5.5722
2023-04-26,EUR,BRL,5.5698
2023-04-27,EUR,BRL,5.561
2023-04-28,EUR,BRL,5.5161
2023-04-29,EUR,BRL,5.5096
2023-04-30,EUR,BRL,5.5051
2023-05-01,EUR,BRL,5.491
2023-05-02,EUR,BRL,5.5007
2023-05-03,EUR,BRL,5.5308
2023-05-04,EUR,BRL,5.5282
2023-05-05,EUR,BRL,5.4991
2023-05-06,EUR,BRL,5.4976
2023-05-07,EUR,BRL,5.4942
2023-05-08,EUR,BRL,5.4825
2023-05-09,EUR,BRL,5.4963
2023-05-10,EUR,BRL,5.4618
2023-05-11,EUR,BRL,5.4371
2023-05-12,EUR,BRL,5.3953
2023-05-13,EUR,BRL,5.3921
2023-05-14,EUR,BRL,5.3878
2023-05-15,EUR,BRL,5.3575
2023-05-16,EUR,BRL,5.343
2023-05-17,EUR,BRL,5.3619
2023-05-18,EUR,BRL,5.362
2023-05-19,EUR,BRL,5.362
2023-05-20,EUR,BRL,5.3624
2023-05-21,EUR,BRL,5.3651
2023-05-22,EUR,BRL,5.3925
2023-05-23,EUR,BRL,5.3752
2023-05-24,EUR,BRL,5.3522
2023-05-25,EUR,BRL,5.3494
2023-05-26,EUR,BRL,5.3754
2023-05-27,EUR,BRL,5.3776
2023-05-28,EUR,BRL,5.3799
2023-05-29,EUR,BRL,5.3679
2023-05-30,EUR,BRL,5.3844
2023-05-31,EUR,BRL,5.4064
2023-06-01,EUR,BRL,5.3963
2023-06-02,EUR,BRL,5.3817
2023-06-03,EUR,BRL,5.3828
2023-06-04,EUR,BRL,5.3783
2023-06-05,EUR,BRL,5.3235
2023-06-06,EUR,BRL,5.2863
2023-06-07,EUR,BRL,5.2624
2023-06-08,EUR,BRL,5.2801
2023-06-09,EUR,BRL,5.2888
2023-06-10,EUR,BRL,5.2893
2023-06-11,EUR,BRL,5.2875
2023-06-12,EUR,BRL,5.2629
2023-06-13,EUR,BRL,5.2525
2023-06-14,EUR,BRL,5.2569
2023-06-15,EUR,BRL,5.2389
